Outcome,Amount,MonthlyCost,FirstCash,CreditScore,LoanProduct,LoanType
O_Cancelled,12500.0,239.09,12500.0,0,Car,New credit
O_Accepted,17000.0,170.0,0.0,858,Home improvement,New credit
O_Accepted,12000.0,229.53,12000.0,828,Car,New credit
O_Cancelled,11000.0,210.4,11000.0,0,Car,New credit
O_Cancelled,22500.0,236.38,0.0,0,Existing loan takeover,New credit
O_Accepted,14000.0,267.78,14000.0,1048,Car,New credit
O_Accepted,18000.0,200.0,0.0,0,Home improvement,Limit raise
O_Accepted,5500.0,100.0,100.0,0,Home improvement,Limit raise
O_Accepted,10000.0,149.86,10000.0,835,Motorcycle,New credit
O_Accepted,5000.0,97.4,5000.0,1028,"Other, see explanation",New credit
O_Accepted,26800.0,280.31,30.07,931,Existing loan takeover,New credit
O_Cancelled,5000.0,140.0,0.0,0,Car,New credit
O_Accepted,5000.0,152.82,5000.0,1097,Caravan / Camper,New credit
O_Accepted,8500.0,247.38,8500.0,839,Car,New credit
O_Accepted,29000.0,290.0,0.0,923,Existing loan takeover,New credit
O_Accepted,18000.0,337.98,18000.0,839,Caravan / Camper,New credit
O_Accepted,14100.0,255.07,93.0,841,Existing loan takeover,New credit
O_Accepted,10000.0,336.94,10000.0,892,Car,New credit
O_Accepted,10000.0,173.94,10000.0,962,Existing loan takeover,New credit
O_Cancelled,10000.0,302.21,10000.0,0,Home improvement,New credit
O_Cancelled,70000.0,730.0,70000.0,0,Remaining debt home,New credit
O_Cancelled,5000.0,106.61,5000.0,0,Home improvement,New credit
O_Accepted,5000.0,100.0,3000.0,776,Car,New credit
O_Cancelled,50000.0,500.0,0.0,0,Home improvement,New credit
O_Cancelled,15000.0,300.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,23000.0,460.0,0.0,0,Home improvement,New credit
O_Cancelled,50000.0,500.0,0.0,0,Home improvement,New credit
O_Accepted,12000.0,150.0,12000.0,962,Home improvement,New credit
O_Refused,7500.0,146.09,7500.0,0,Car,New credit
O_Refused,26300.0,459.06,26300.0,0,Car,New credit
O_Accepted,33000.0,352.1,24852.8,844,Car,New credit
O_Accepted,11750.0,149.42,11750.0,922,Car,New credit
O_Accepted,9000.0,212.66,9000.0,788,Home improvement,New credit
O_Accepted,19000.0,356.76,4742.13,881,Car,New credit
O_Accepted,7500.0,187.0,2500.0,0,Home improvement,Limit raise
O_Accepted,50000.0,500.0,0.0,945,Not speficied,New credit
O_Cancelled,10000.0,200.0,0.0,0,Not speficied,New credit
O_Cancelled,15000.0,249.15,15000.0,0,Car,New credit
O_Accepted,13500.0,198.24,3706.0,1013,Existing loan takeover,New credit
O_Cancelled,20000.0,300.0,0.0,0,Car,New credit
O_Cancelled,50000.0,936.65,50000.0,0,Home improvement,New credit
O_Cancelled,15000.0,281.65,12740.0,0,Car,New credit
O_Cancelled,8000.0,170.58,8000.0,0,Car,New credit
O_Accepted,15000.0,157.59,15000.0,947,Home improvement,New credit
O_Accepted,11000.0,225.0,0.0,950,Existing loan takeover,New credit
O_Refused,15000.0,150.0,10000.0,0,Home improvement,New credit
O_Accepted,10000.0,200.0,0.0,1057,Car,New credit
O_Accepted,10000.0,191.27,5614.16,651,Not speficied,New credit
O_Accepted,40000.0,418.37,40000.0,937,Home improvement,New credit
O_Accepted,7500.0,120.0,7500.0,910,Car,New credit
O_Cancelled,15000.0,150.0,0.0,0,Existing loan takeover,New credit
O_Accepted,6000.0,75.0,0.0,855,Home improvement,New credit
O_Cancelled,15000.0,157.59,0.0,0,Existing loan takeover,New credit
O_Accepted,37250.0,389.61,37250.0,913,Remaining debt home,New credit
O_Refused,10000.0,191.27,10000.0,0,Home improvement,New credit
O_Cancelled,5000.0,431.05,5000.0,0,Motorcycle,New credit
O_Cancelled,23900.0,239.0,0.0,0,Home improvement,New credit
O_Accepted,42400.0,328.65,0.0,967,Remaining debt home,New credit
O_Accepted,5000.0,222.31,5000.0,1081,Home improvement,New credit
O_Cancelled,10000.0,318.56,3967.0,0,Unknown,New credit
O_Accepted,8000.0,257.58,1967.0,908,Unknown,New credit
O_Accepted,40000.0,602.71,0.0,914,Existing loan takeover,New credit
O_Accepted,27500.0,287.63,27500.0,991,Home improvement,New credit
O_Accepted,30000.0,313.78,10616.0,867,Home improvement,New credit
O_Accepted,40000.0,900.0,0.0,983,Car,New credit
O_Cancelled,5000.0,222.31,3000.0,0,Unknown,New credit
O_Refused,6000.0,60.0,0.0,0,Car,New credit
O_Cancelled,29000.0,350.0,0.0,0,Unknown,New credit
O_Cancelled,5000.0,97.4,5000.0,0,Car,New credit
O_Accepted,5000.0,97.4,5000.0,974,Boat,New credit
O_Cancelled,32000.0,320.0,0.0,0,Home improvement,Limit raise
O_Accepted,10000.0,302.21,10000.0,1123,Remaining debt home,New credit
O_Cancelled,20000.0,200.0,2000.0,0,Car,Limit raise
O_Accepted,12000.0,120.0,0.0,0,Existing loan takeover,Limit raise
O_Accepted,12000.0,362.66,12000.0,1088,Car,New credit
O_Accepted,5000.0,222.31,5000.0,850,Home improvement,New credit
O_Cancelled,15000.0,150.0,0.0,0,Existing loan takeover,New credit
O_Accepted,5000.0,97.4,5000.0,837,Car,New credit
O_Accepted,45500.0,455.0,0.0,821,Unknown,New credit
O_Cancelled,15000.0,157.59,2500.0,0,Existing loan takeover,New credit
O_Cancelled,5000.0,118.15,5000.0,0,Home improvement,New credit
O_Accepted,6000.0,147.2,6000.0,1030,Car,New credit
O_Cancelled,70500.0,1500.0,0.0,0,Not speficied,New credit
O_Refused,25000.0,261.48,21500.0,0,Existing loan takeover,New credit
O_Accepted,5000.0,100.0,0.0,0,Extra spending limit,Limit raise
O_Accepted,10000.0,302.21,10000.0,880,Unknown,New credit
O_Cancelled,16000.0,160.0,0.0,0,Car,Limit raise
O_Cancelled,10000.0,149.86,1900.0,0,"Other, see explanation",New credit
O_Cancelled,22000.0,220.0,0.0,0,Extra spending limit,Limit raise
O_Refused,5000.0,97.4,5000.0,0,"Other, see explanation",New credit
O_Cancelled,13000.0,130.0,0.0,0,"Other, see explanation",Limit raise
O_Accepted,17500.0,175.0,0.0,0,Home improvement,Limit raise
O_Cancelled,16000.0,300.43,5673.0,0,Home improvement,New credit
O_Cancelled,20000.0,400.0,0.0,0,Home improvement,New credit
O_Cancelled,20000.0,399.28,20000.0,0,Home improvement,New credit
O_Accepted,15000.0,300.0,0.0,815,Car,New credit
O_Cancelled,12500.0,250.0,0.0,0,Home improvement,New credit
O_Accepted,10000.0,150.0,0.0,875,Unknown,New credit
O_Cancelled,5000.0,400.0,0.0,0,Car,New credit
O_Accepted,15000.0,150.0,0.0,982,Unknown,New credit
O_Cancelled,11000.0,210.4,11000.0,0,Tax payments,New credit
O_Cancelled,20800.0,208.0,0.0,0,Home improvement,Limit raise
O_Refused,16000.0,300.0,8000.0,0,Home improvement,New credit
O_Accepted,39500.0,395.0,0.0,0,Home improvement,Limit raise
O_Cancelled,15000.0,281.65,15000.0,0,Not speficied,New credit
O_Cancelled,23000.0,241.63,23000.0,0,"Other, see explanation",New credit
O_Cancelled,40000.0,418.37,34287.0,0,Home improvement,New credit
O_Cancelled,21000.0,210.0,0.0,0,Existing loan takeover,New credit
O_Accepted,17500.0,175.0,0.0,0,Home improvement,Limit raise
O_Accepted,5000.0,277.22,5000.0,1042,Car,New credit
O_Accepted,10000.0,241.86,10000.0,800,Car,New credit
O_Refused,18000.0,189.1,13758.0,0,Car,New credit
O_Accepted,40000.0,400.0,0.0,923,Home improvement,New credit
O_Cancelled,8000.0,100.0,0.0,0,Unknown,New credit
O_Refused,27000.0,505.79,0.0,0,Existing loan takeover,New credit
O_Cancelled,20000.0,251.23,10093.0,0,Unknown,New credit
O_Accepted,6000.0,88.56,6000.0,955,Home improvement,New credit
O_Cancelled,45000.0,470.67,45000.0,0,Home improvement,New credit
O_Cancelled,18000.0,412.84,18000.0,0,Car,New credit
O_Accepted,35000.0,398.02,2600.0,920,Not speficied,New credit
O_Cancelled,10000.0,294.71,10000.0,0,Car,New credit
O_Refused,10000.0,294.71,5000.0,0,Car,New credit
O_Refused,10000.0,191.27,10000.0,0,"Other, see explanation",New credit
O_Accepted,15000.0,448.17,0.0,781,Remaining debt home,New credit
O_Cancelled,5000.0,100.0,0.0,0,Home improvement,New credit
O_Cancelled,40000.0,418.37,40000.0,0,Home improvement,New credit
O_Accepted,5000.0,431.05,5000.0,705,Home improvement,New credit
O_Accepted,20000.0,298.93,20000.0,995,Home improvement,New credit
O_Cancelled,5000.0,152.82,2000.0,0,Existing loan takeover,New credit
O_Cancelled,6000.0,200.0,0.0,0,Extra spending limit,Limit raise
O_Accepted,15000.0,448.17,15000.0,903,Car,New credit
O_Accepted,10000.0,191.27,10000.0,1016,Car,New credit
O_Cancelled,12000.0,198.7,12000.0,0,Unknown,New credit
O_Cancelled,11000.0,282.71,11000.0,0,Car,New credit
O_Cancelled,30000.0,313.78,17334.0,0,Home improvement,New credit
O_Accepted,20000.0,210.12,20000.0,854,Home improvement,New credit
O_Refused,5000.0,100.0,4100.0,0,"Other, see explanation",New credit
O_Accepted,15500.0,200.0,3000.0,769,Home improvement,Limit raise
O_Cancelled,25000.0,468.32,25000.0,0,Car,New credit
O_Refused,25000.0,250.0,5000.0,0,"Other, see explanation",New credit
O_Cancelled,5000.0,97.4,5000.0,0,Home improvement,New credit
O_Cancelled,5000.0,118.15,5000.0,0,Home improvement,New credit
O_Accepted,6000.0,60.0,6000.0,806,"Other, see explanation",New credit
O_Cancelled,15000.0,300.0,0.0,0,"Other, see explanation",New credit
O_Accepted,15000.0,200.0,3000.0,847,"Other, see explanation",New credit
O_Accepted,10000.0,318.56,9340.0,791,Car,New credit
O_Accepted,17500.0,175.0,0.0,0,Home improvement,Limit raise
O_Cancelled,5000.0,67.01,5000.0,0,"Other, see explanation",New credit
O_Refused,13500.0,314.31,13500.0,0,Car,New credit
O_Refused,5000.0,67.01,5000.0,0,"Other, see explanation",New credit
O_Accepted,13000.0,260.0,7494.0,934,Caravan / Camper,New credit
O_Accepted,15000.0,265.0,0.0,1022,Car,New credit
O_Accepted,16000.0,353.65,16000.0,843,Car,New credit
O_Cancelled,18000.0,300.0,0.0,0,Car,New credit
O_Accepted,19500.0,204.86,5985.0,804,Motorcycle,New credit
O_Accepted,15000.0,200.0,4000.0,1064,Home improvement,New credit
O_Refused,16100.0,161.0,0.0,0,Home improvement,New credit
O_Accepted,16000.0,256.15,5673.0,836,Home improvement,New credit
O_Cancelled,75000.0,581.35,75000.0,0,Not speficied,New credit
O_Refused,25000.0,400.0,0.0,0,Existing loan takeover,New credit
O_Refused,25000.0,399.13,7551.0,0,Existing loan takeover,New credit
O_Accepted,31000.0,350.0,0.0,887,Unknown,New credit
O_Accepted,15000.0,157.59,15000.0,1022,Home improvement,New credit
O_Accepted,10000.0,150.0,7500.0,684,Car,New credit
O_Refused,34000.0,355.62,14000.0,0,Home improvement,New credit
O_Cancelled,10000.0,200.0,0.0,0,Car,New credit
O_Accepted,5000.0,50.0,0.0,812,Existing loan takeover,New credit
O_Cancelled,30000.0,300.0,0.0,0,Car,Limit raise
O_Accepted,15000.0,281.65,15000.0,978,Home improvement,New credit
O_Refused,5000.0,97.4,5000.0,0,Car,New credit
O_Cancelled,6000.0,159.6,6000.0,0,Not speficied,New credit
O_Accepted,25000.0,250.0,0.0,896,Existing loan takeover,New credit
O_Cancelled,17500.0,350.0,0.0,0,"Other, see explanation",New credit
O_Accepted,8000.0,158.08,8000.0,860,Home improvement,New credit
O_Accepted,17000.0,340.0,0.0,1064,Extra spending limit,New credit
O_Accepted,12500.0,291.03,12500.0,922,Home improvement,New credit
O_Cancelled,12500.0,291.0,0.0,0,Home improvement,New credit
O_Cancelled,6300.0,100.0,0.0,0,Unknown,New credit
O_Cancelled,22000.0,231.13,22000.0,0,Unknown,New credit
O_Cancelled,18300.0,254.33,18300.0,0,Car,New credit
O_Cancelled,16000.0,247.3,16000.0,0,Car,New credit
O_Refused,6000.0,100.33,6000.0,0,Home improvement,New credit
O_Cancelled,10000.0,224.5,10000.0,0,Car,New credit
O_Accepted,6000.0,120.0,0.0,997,Unknown,New credit
O_Cancelled,19000.0,148.21,19000.0,0,Remaining debt home,New credit
O_Refused,20000.0,350.0,18000.0,0,Car,New credit
O_Accepted,20000.0,450.0,0.0,908,Car,New credit
O_Accepted,6000.0,136.79,6000.0,832,Car,New credit
O_Accepted,5000.0,97.4,5000.0,720,Car,New credit
O_Accepted,11000.0,200.0,0.0,965,"Other, see explanation",New credit
O_Accepted,10000.0,200.01,441.0,942,Existing loan takeover,New credit
O_Accepted,18000.0,337.98,18000.0,865,Car,New credit
O_Accepted,20000.0,875.58,5369.0,926,Existing loan takeover,New credit
O_Refused,10000.0,300.0,6000.0,0,Car,New credit
O_Accepted,15000.0,281.65,15000.0,732,Existing loan takeover,New credit
O_Accepted,20000.0,458.72,20000.0,737,Car,New credit
O_Cancelled,5000.0,100.0,0.0,0,Car,New credit
O_Cancelled,13000.0,302.67,13000.0,0,Home improvement,New credit
O_Accepted,5000.0,75.0,5000.0,1046,Car,New credit
O_Cancelled,5000.0,469.02,5000.0,0,Car,New credit
O_Cancelled,15000.0,150.0,0.0,0,Car,New credit
O_Refused,5000.0,469.02,5000.0,0,Car,New credit
O_Accepted,7500.0,489.99,6024.0,821,Car,New credit
O_Accepted,53200.0,596.15,7357.0,965,Unknown,New credit
O_Accepted,14000.0,445.98,14000.0,840,Home improvement,New credit
O_Accepted,30500.0,310.0,0.0,0,"Other, see explanation",Limit raise
O_Accepted,12400.0,134.92,564.0,856,Existing loan takeover,New credit
O_Accepted,22000.0,350.0,13000.0,0,Car,Limit raise
O_Cancelled,5000.0,100.0,0.0,0,Unknown,New credit
O_Cancelled,25000.0,250.0,0.0,0,Existing loan takeover,New credit
O_Accepted,15000.0,157.59,15000.0,893,Home improvement,New credit
O_Accepted,5000.0,152.82,5000.0,829,"Other, see explanation",New credit
O_Accepted,8000.0,90.08,0.0,841,Remaining debt home,New credit
O_Cancelled,15000.0,198.74,3700.0,0,Existing loan takeover,New credit
O_Cancelled,34500.0,360.85,2300.0,0,Home improvement,New credit
O_Accepted,15000.0,300.0,15000.0,987,Car,New credit
O_Accepted,17000.0,360.0,17000.0,1033,"Other, see explanation",New credit
O_Refused,5000.0,152.82,5000.0,0,"Other, see explanation",New credit
O_Accepted,7500.0,225.0,7000.0,816,"Other, see explanation",New credit
O_Cancelled,7500.0,223.61,7500.0,0,"Other, see explanation",New credit
O_Accepted,12500.0,250.01,12500.0,905,Car,New credit
O_Refused,10000.0,197.0,10000.0,0,Car,New credit
O_Cancelled,14000.0,140.0,14000.0,0,Not speficied,New credit
O_Cancelled,7000.0,311.24,7000.0,0,Motorcycle,New credit
O_Cancelled,14000.0,152.33,14000.0,0,Not speficied,New credit
O_Cancelled,5000.0,100.0,0.0,0,Car,New credit
O_Accepted,22000.0,300.0,0.0,0,Existing loan takeover,Limit raise
O_Accepted,30000.0,396.14,15514.77,714,"Other, see explanation",New credit
O_Refused,15000.0,300.0,0.0,0,Existing loan takeover,Limit raise
O_Cancelled,5000.0,291.87,5000.0,0,Car,New credit
O_Accepted,10000.0,224.5,10000.0,991,Home improvement,New credit
O_Accepted,7000.0,175.0,7000.0,863,Car,New credit
O_Accepted,20000.0,250.0,0.0,0,Existing loan takeover,Limit raise
O_Cancelled,10000.0,302.21,2038.0,0,"Other, see explanation",New credit
O_Cancelled,50000.0,500.0,0.0,0,Car,Limit raise
O_Refused,11000.0,200.0,11000.0,0,Home improvement,New credit
O_Cancelled,25000.0,750.0,0.0,0,Home improvement,Limit raise
O_Refused,6000.0,100.33,6000.0,0,Car,New credit
O_Refused,6000.0,100.0,0.0,0,Car,New credit
O_Accepted,5000.0,56.3,5000.0,892,Car,New credit
O_Accepted,15000.0,200.0,0.0,1025,Existing loan takeover,New credit
O_Cancelled,30000.0,300.0,0.0,0,"Other, see explanation",Limit raise
O_Accepted,5000.0,150.0,0.0,999,Home improvement,New credit
O_Cancelled,6200.0,149.24,6200.0,0,Car,New credit
O_Accepted,6200.0,146.5,6200.0,925,Car,New credit
O_Accepted,10000.0,500.0,0.0,969,Home improvement,New credit
O_Accepted,11000.0,213.49,11000.0,751,Home improvement,New credit
O_Cancelled,5000.0,50.0,0.0,0,Home improvement,New credit
O_Refused,75000.0,1197.38,43762.0,0,Home improvement,New credit
O_Accepted,20000.0,200.0,0.0,856,Remaining debt home,New credit
O_Accepted,50000.0,500.0,0.0,854,Home improvement,New credit
O_Accepted,6000.0,200.0,5500.0,968,"Other, see explanation",New credit
O_Cancelled,15000.0,150.0,0.0,0,Car,Limit raise
O_Cancelled,6000.0,79.77,6000.0,0,Motorcycle,New credit
O_Cancelled,45000.0,470.67,45000.0,0,Remaining debt home,New credit
O_Cancelled,51000.0,510.0,0.0,0,"Other, see explanation",New credit
O_Cancelled,51000.0,533.43,51000.0,0,"Other, see explanation",New credit
O_Cancelled,20000.0,496.56,20000.0,0,"Other, see explanation",New credit
O_Cancelled,8300.0,160.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,30000.0,300.0,0.0,0,Home improvement,Limit raise
O_Cancelled,10000.0,136.12,10000.0,0,Car,New credit
O_Accepted,5000.0,100.25,5000.0,1017,Home improvement,New credit
O_Cancelled,30000.0,895.06,10000.0,0,"Other, see explanation",New credit
O_Cancelled,20000.0,210.12,20000.0,0,Unknown,New credit
O_Accepted,15000.0,157.59,6406.0,623,Existing loan takeover,New credit
O_Cancelled,30500.0,319.01,30500.0,0,Car,New credit
O_Cancelled,5000.0,152.82,5000.0,0,Car,New credit
O_Accepted,5100.0,99.34,39.0,871,Existing loan takeover,New credit
O_Accepted,20000.0,200.0,0.0,0,Unknown,Limit raise
O_Accepted,15000.0,250.0,0.0,977,Home improvement,New credit
O_Accepted,10000.0,302.21,10000.0,849,Car,New credit
O_Accepted,10300.0,112.07,10300.0,959,Home improvement,New credit
O_Accepted,5800.0,160.0,0.0,991,Existing loan takeover,New credit
O_Cancelled,10000.0,232.82,10000.0,0,Home improvement,New credit
O_Cancelled,50000.0,434.99,50000.0,0,"Other, see explanation",New credit
O_Cancelled,50000.0,500.0,0.0,0,"Other, see explanation",New credit
O_Accepted,44000.0,678.14,25851.25,971,Existing loan takeover,New credit
O_Cancelled,5000.0,200.0,0.0,0,Home improvement,New credit
O_Cancelled,50000.0,522.97,50000.0,0,"Other, see explanation",New credit
O_Refused,8000.0,90.08,3000.0,0,Home improvement,New credit
O_Accepted,12000.0,120.0,12000.0,964,Remaining debt home,New credit
O_Accepted,26500.0,277.17,7035.25,964,Home improvement,New credit
O_Cancelled,7500.0,199.5,7500.0,0,Home improvement,New credit
O_Cancelled,30000.0,750.0,0.0,0,Home improvement,Limit raise
O_Accepted,5000.0,500.0,0.0,1114,Home improvement,New credit
O_Accepted,15000.0,157.59,15000.0,943,Car,New credit
O_Cancelled,30000.0,759.4,7206.81,0,Home improvement,New credit
O_Cancelled,15000.0,157.59,15000.0,0,Home improvement,New credit
O_Refused,8500.0,150.0,0.0,0,Car,New credit
O_Accepted,7500.0,347.07,7500.0,1097,Home improvement,New credit
O_Accepted,6600.0,568.99,6600.0,846,Car,New credit
O_Cancelled,25000.0,261.48,25000.0,0,Home improvement,New credit
O_Cancelled,17500.0,350.0,0.0,0,Boat,New credit
O_Accepted,5000.0,83.61,5000.0,607,Home improvement,New credit
O_Accepted,7500.0,177.22,7500.0,970,Home improvement,New credit
O_Accepted,13000.0,225.0,0.0,0,Car,Limit raise
O_Cancelled,30000.0,313.78,30000.0,0,Home improvement,New credit
O_Cancelled,5000.0,100.25,5000.0,0,Car,New credit
O_Cancelled,10000.0,302.21,10000.0,0,Not speficied,New credit
O_Accepted,5000.0,100.0,0.0,684,Car,New credit
O_Cancelled,5000.0,100.0,0.0,0,Home improvement,New credit
O_Accepted,10000.0,191.27,10000.0,668,Car,New credit
O_Accepted,20000.0,200.0,3000.0,0,Unknown,Limit raise
O_Cancelled,13000.0,392.88,13000.0,0,Car,New credit
O_Cancelled,13000.0,302.67,13000.0,0,Car,New credit
O_Accepted,30000.0,399.85,30000.0,911,Caravan / Camper,New credit
O_Cancelled,5000.0,206.27,5000.0,0,Home improvement,New credit
O_Accepted,8000.0,355.7,8000.0,777,Car,New credit
O_Refused,20000.0,250.0,20000.0,0,Home improvement,New credit
O_Accepted,12300.0,235.26,12300.0,786,Extra spending limit,New credit
O_Cancelled,19200.0,201.71,19200.0,0,Existing loan takeover,New credit
O_Refused,11000.0,220.0,3750.0,0,Home improvement,New credit
O_Accepted,7500.0,150.38,7500.0,1044,Car,New credit
O_Accepted,10000.0,191.27,729.0,836,Unknown,New credit
O_Cancelled,20000.0,375.53,20000.0,0,Not speficied,New credit
O_Refused,7500.0,75.0,7500.0,0,Home improvement,New credit
O_Cancelled,10000.0,197.0,10000.0,0,Car,New credit
O_Accepted,6000.0,120.0,0.0,864,Unknown,New credit
O_Accepted,15000.0,300.0,0.0,878,Existing loan takeover,New credit
O_Cancelled,20000.0,200.0,0.0,0,"Other, see explanation",New credit
O_Accepted,8500.0,170.0,8500.0,940,Car,New credit
O_Cancelled,10000.0,108.81,10000.0,0,Boat,New credit
O_Accepted,15000.0,157.59,15000.0,970,Remaining debt home,New credit
O_Cancelled,7500.0,75.0,0.0,0,Existing loan takeover,New credit
O_Accepted,7500.0,75.0,0.0,1090,Existing loan takeover,New credit
O_Cancelled,16700.0,175.45,16700.0,0,Home improvement,New credit
O_Refused,7500.0,225.0,0.0,0,Car,New credit
O_Refused,7500.0,223.61,5857.0,0,Car,New credit
O_Cancelled,12500.0,250.0,0.0,0,Home improvement,Limit raise
O_Accepted,5000.0,75.0,2500.0,856,Car,New credit
O_Cancelled,25000.0,261.48,12000.0,0,Home improvement,New credit
O_Refused,19000.0,356.76,3586.71,0,Existing loan takeover,New credit
O_Cancelled,7500.0,250.0,0.0,0,Car,New credit
O_Cancelled,14000.0,288.92,14000.0,0,Car,New credit
O_Accepted,20000.0,200.0,2500.0,0,Home improvement,Limit raise
O_Accepted,20000.0,302.24,0.0,898,Existing loan takeover,New credit
O_Cancelled,30000.0,400.0,0.0,0,Car,New credit
O_Cancelled,15000.0,299.46,15000.0,0,Car,New credit
O_Accepted,6000.0,120.0,0.0,1078,Existing loan takeover,New credit
O_Cancelled,24000.0,252.14,0.0,0,Remaining debt home,New credit
O_Accepted,5000.0,97.4,5000.0,680,Car,New credit
O_Cancelled,5000.0,100.0,0.0,0,Car,New credit
O_Cancelled,41000.0,428.83,0.0,0,Existing loan takeover,New credit
O_Accepted,15000.0,150.0,9000.0,915,Existing loan takeover,New credit
O_Accepted,40000.0,418.37,23215.0,984,Home improvement,New credit
O_Cancelled,41000.0,410.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,26000.0,271.94,2100.0,0,"Other, see explanation",New credit
O_Cancelled,23900.0,251.09,0.0,0,"Other, see explanation",New credit
O_Accepted,22900.0,240.58,0.0,1023,"Other, see explanation",New credit
O_Cancelled,15000.0,281.65,12200.0,0,Car,New credit
O_Cancelled,26200.0,274.03,2300.0,0,"Other, see explanation",New credit
O_Accepted,5000.0,50.0,0.0,1039,Unknown,New credit
O_Accepted,10000.0,173.94,10000.0,757,Home improvement,New credit
O_Refused,7000.0,213.95,7000.0,0,Car,New credit
O_Accepted,27100.0,283.45,3523.0,984,"Other, see explanation",New credit
O_Cancelled,9500.0,100.0,0.0,0,Unknown,New credit
O_Refused,29000.0,506.19,2000.0,0,Existing loan takeover,New credit
O_Accepted,6000.0,118.56,6000.0,1050,Home improvement,New credit
O_Cancelled,5000.0,125.07,5000.0,0,Car,New credit
O_Cancelled,25000.0,500.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,17500.0,300.0,2000.0,0,Car,New credit
O_Accepted,9000.0,239.4,9000.0,910,Car,New credit
O_Cancelled,8000.0,466.99,8000.0,0,Home improvement,New credit
O_Cancelled,14000.0,267.78,14000.0,0,Unknown,New credit
O_Cancelled,14000.0,325.95,14000.0,0,Unknown,New credit
O_Cancelled,5000.0,848.75,5000.0,0,Car,New credit
O_Accepted,10000.0,200.01,10000.0,1037,Unknown,New credit
O_Accepted,16000.0,168.09,16000.0,1030,Home improvement,New credit
O_Accepted,10000.0,200.0,0.0,1070,Existing loan takeover,New credit
O_Refused,5000.0,50.0,0.0,0,Existing loan takeover,New credit
O_Cancelled,12500.0,377.77,12500.0,0,Home improvement,New credit
O_Accepted,14000.0,423.1,14000.0,1019,Home improvement,New credit
O_Accepted,10000.0,108.81,8212.5,876,Home improvement,New credit
O_Accepted,15000.0,150.0,2000.0,911,Home improvement,New credit
O_Accepted,15000.0,200.0,0.0,740,Home improvement,New credit
O_Cancelled,15000.0,281.65,15000.0,0,Home improvement,New credit
O_Accepted,15000.0,249.15,0.0,949,Unknown,New credit
O_Cancelled,25000.0,302.6,25000.0,0,Home improvement,New credit
O_Cancelled,48500.0,507.28,679.0,0,Existing loan takeover,New credit
O_Cancelled,27500.0,287.63,2902.18,0,Not speficied,New credit
O_Cancelled,25000.0,350.0,0.0,0,Home improvement,New credit
O_Cancelled,6000.0,183.39,4459.91,0,Home improvement,New credit
O_Accepted,10000.0,100.0,2945.0,812,Home improvement,Limit raise
O_Accepted,10000.0,125.0,10000.0,946,Car,New credit
O_Accepted,6000.0,250.0,2000.0,993,Home improvement,New credit
O_Cancelled,6000.0,231.02,6000.0,0,Home improvement,New credit
O_Cancelled,5000.0,97.4,4395.0,0,Home improvement,New credit
O_Cancelled,7000.0,213.95,7000.0,0,Car,New credit
O_Accepted,5000.0,152.82,5000.0,870,Car,New credit
O_Refused,10000.0,125.0,0.0,0,Home improvement,New credit
O_Accepted,14000.0,300.0,2785.0,608,Home improvement,Limit raise
O_Cancelled,10000.0,149.86,8097.77,0,Home improvement,New credit
O_Cancelled,5000.0,56.3,5000.0,0,Home improvement,New credit
O_Accepted,75000.0,1000.0,0.0,1028,"Other, see explanation",New credit
O_Cancelled,15000.0,281.65,15000.0,0,Not speficied,New credit
O_Cancelled,15000.0,300.0,0.0,0,Car,New credit
O_Cancelled,6000.0,250.0,0.0,0,Motorcycle,New credit
O_Cancelled,12500.0,150.0,0.0,0,Home improvement,Limit raise
O_Cancelled,15000.0,150.0,0.0,0,Home improvement,Limit raise
O_Cancelled,5300.0,161.99,5300.0,0,Car,New credit
O_Cancelled,12000.0,155.12,12000.0,0,Boat,New credit
O_Cancelled,6000.0,120.0,0.0,0,Car,New credit
O_Cancelled,15000.0,300.0,0.0,0,Home improvement,New credit
O_Accepted,10000.0,191.27,10000.0,1102,Car,New credit
O_Accepted,5000.0,150.0,3500.0,1136,Car,New credit
O_Accepted,20000.0,210.12,20000.0,879,Home improvement,New credit
O_Accepted,10000.0,108.81,10000.0,992,Home improvement,New credit
O_Cancelled,8000.0,80.0,0.0,0,Unknown,New credit
O_Accepted,8000.0,80.0,0.0,1038,Unknown,New credit
O_Refused,60000.0,600.0,1500.0,0,Existing loan takeover,Limit raise
O_Refused,13000.0,141.45,13000.0,0,Home improvement,New credit
O_Accepted,10000.0,191.27,10000.0,882,Car,New credit
O_Cancelled,5000.0,56.3,2288.0,0,Existing loan takeover,New credit
O_Accepted,23000.0,241.63,6059.94,805,Existing loan takeover,New credit
O_Cancelled,10000.0,100.0,0.0,0,Home improvement,New credit
O_Refused,25000.0,498.02,17500.0,0,Existing loan takeover,New credit
O_Cancelled,27500.0,287.63,0.0,0,Existing loan takeover,New credit
O_Accepted,15000.0,448.17,15000.0,1016,Home improvement,New credit
O_Cancelled,16000.0,300.43,16000.0,0,Boat,New credit
O_Cancelled,6000.0,150.0,0.0,0,Home improvement,New credit
O_Cancelled,7000.0,150.0,0.0,0,Home improvement,New credit
